Date_of_visit,District,Chiefdom,Section,Name_of_community,Date_of_dep,Male_Child,Male_Adult,Total_male,Female_child,Female_adult,Total_female,Grand_total,Chiefs,Youth_leaders,Religious_leaders,Police,Women_leaders,Health_workers,Children,ss_mc,ss_fc,ss_ma,ss_fa,r_mc,r_fc,r_ma,r_fa,d_mc,d_fc,d_ma,d_fa,b_mc,b_fc,b_ma,b_fa,cb_mc,cb_fc,cb_ma,cb_fa
2014-12-19,Tonkolili,Kunike Barina,NA,Rogbam,NA,NA,NA,18,NA,NA,14,32,3,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,Tonkolili,Kunike Barina,NA,Makong,NA,NA,NA,15,NA,NA,10,25,2,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2014-12-17,Tonkolili,Kunike Barina,NA,Gbomblan,NA,NA,NA,12,NA,NA,11,23,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,Tonkolili,Kunike Barina,NA,Kafiray,NA,NA,NA,8,NA,NA,11,19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,Tonkolili,Kunike Barina,NA,Limba Corner,NA,NA,NA,10,NA,NA,11,21,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,Tonkolili,Kunike Barina,NA,Mamurie,NA,NA,NA,10,NA,NA,11,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014-12-17,Tonkolili,Kunike Barina,NA,Robekeh,NA,NA,NA,10,NA,NA,11,21,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,Tonkolili,Kunike Barina,NA,Rosimbeck,NA,NA,NA,10,NA,NA,11,21,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,Tonkolili,Kunike Barina,NA,Rowaka,NA,NA,NA,10,NA,NA,11,21,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06,Tonkolili,Kunike Barina,NA,Makule,NA,NA,NA,9,NA,NA,7,16,1,1,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07,Tonkolili,Kunike Barina,NA,Robumbeh,NA,NA,NA,14,NA,NA,16,30,3,2,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08,Tonkolili,Kunike Barina,NA,Mayeami,NA,NA,NA,18,NA,NA,10,28,3,2,2,0,3,2,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09,Tonkolili,Kunike Barina,NA,Mayira,NA,NA,NA,13,NA,NA,10,23,2,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06,Tonkolili,Kunike Barina,NA,Makonteh ,NA,NA,NA,10,NA,NA,8,18,2,1,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2015-01-07,Tonkolili,Kunike Barina,NA,Makoni Gbonko I,NA,NA,NA,14,NA,NA,10,24,2,2,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08,Tonkolili,Kunike Barina,NA,Makoni Gbonko Ii,NA,NA,NA,8,NA,NA,12,20,2,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09,Tonkolili,Kunike Barina,NA,Maforay,NA,NA,NA,20,NA,NA,15,35,3,4,2,0,2,0,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2015-01-06,Tonkolili,Kunike Barina,NA,Malemo,NA,NA,NA,7,NA,NA,8,15,2,1,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07,Tonkolili,Kunike Barina,NA,Mabrafi,NA,NA,NA,11,NA,NA,16,27,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08,Tonkolili,Kunike Barina,NA,Liberia Compound,NA,NA,NA,11,NA,NA,16,27,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09,Tonkolili,Kunike Barina,NA,Mayeye,NA,NA,NA,15,NA,NA,16,31,2,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06,Tonkolili,Kunike Barina,NA,Patifu Chain,NA,NA,NA,9,NA,NA,11,20,2,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07,Tonkolili,Kunike Barina,NA,Malenke,NA,NA,NA,11,NA,NA,9,20,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08,Tonkolili,Kunike Barina,NA,Mayortha,NA,NA,NA,8,NA,NA,8,16,1,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09,Tonkolili,Kunike Barina,NA,Makethi,NA,NA,NA,11,NA,NA,8,19,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06,Tonkolili,Kunike Barina,NA,Masabane,NA,NA,NA,11,NA,NA,16,27,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07,Tonkolili,Kunike Barina,NA,Makonteh ,NA,NA,NA,12,NA,NA,16,28,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08,Tonkolili,Kunike Barina,NA,Makanlon,NA,NA,NA,7,NA,NA,16,23,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09,Tonkolili,Kunike Barina,NA,Rosint,NA,NA,NA,11,NA,NA,16,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,Tonkolili,Kunike Barina,NA,Gbomgbalar,NA,NA,NA,12,NA,NA,10,22,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,Tonkolili,Kunike Barina,NA,Gbompose,NA,NA,NA,12,NA,NA,10,22,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,Tonkolili,Kunike Barina,NA,Rocamp,NA,NA,NA,12,NA,NA,10,22,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,Tonkolili,Kunike Barina,NA,Bokina,NA,NA,NA,12,NA,NA,10,22,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,Tonkolili,Kunike Barina,NA,Rowwarreh,NA,NA,NA,12,NA,NA,10,22,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,Tonkolili,Kunike Barina,NA,Rolath,NA,NA,NA,7,NA,NA,10,17,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,Tonkolili,Kunike Barina,NA,Robasm,NA,NA,NA,10,NA,NA,10,20,1,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2015-01-23,Tonkolili,Kunike Barina,NA,Rolaylay,NA,NA,NA,9,NA,NA,10,19,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,Tonkolili,Kunike Barina,NA,Magbundeh,NA,NA,NA,10,NA,NA,10,20,2,1,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,Tonkolili,Kunike Barina,NA,Mayotta,NA,NA,NA,10,NA,NA,12,22,2,2,2,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,Tonkolili,Kunike Barina,NA,Makomp,NA,NA,NA,10,NA,NA,10,20,1,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2015-01-23,Tonkolili,Kunike Barina,NA,Magben,NA,NA,NA,11,NA,NA,9,20,2,2,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,Tonkolili,Kunike Barina,NA,Ronala,NA,NA,NA,8,NA,NA,10,18,2,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,Tonkolili,Kunike Barina,NA,Makoth,NA,NA,NA,10,NA,NA,8,18,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,Tonkolili,Kunike Barina,NA,Gba-Pil,NA,NA,NA,12,NA,NA,8,20,2,2,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,Tonkolili,Kunike Barina,NA,Gbi Kom,NA,NA,NA,10,NA,NA,10,20,2,1,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,Tonkolili,Kunike Barina,NA,Makoni Line,NA,NA,NA,9,NA,NA,7,16,1,1,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,Tonkolili,Kunike Barina,NA,Mankumbu,NA,NA,NA,12,NA,NA,10,22,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,Tonkolili,Kunike Barina,NA,Magbafth,NA,NA,NA,8,NA,NA,10,18,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,Tonkolili,Kunike Barina,NA,Makama,NA,NA,NA,12,NA,NA,8,20,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,Tonkolili,Malal Mara,NA,Manyaigbay,NA,NA,NA,7,NA,NA,10,17,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,Tonkolili,Malal Mara,NA,Kaimpkakolo,NA,NA,NA,7,NA,NA,10,17,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,Tonkolili,Malal Mara,NA,Mabilafu,NA,NA,NA,8,NA,NA,10,18,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2015-01-22,Tonkolili,Malal Mara,NA,Rotonka,NA,NA,NA,10,NA,NA,10,20,2,1,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,Tonkolili,Malal Mara,NA,Makabie,NA,NA,NA,12,NA,NA,10,22,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,Tonkolili,Malal Mara,NA,Mathonkara,NA,NA,NA,10,NA,NA,10,20,2,2,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,Tonkolili,Malal Mara,NA,Rosar,NA,NA,NA,12,NA,NA,7,19,2,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,Tonkolili,Malal Mara,NA,Rofonk,NA,NA,NA,10,NA,NA,8,18,2,1,2,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,Tonkolili,Malal Mara,NA,Makoba,NA,NA,NA,15,NA,NA,11,26,1,1,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-17,Tonkolili,Malal Mara,NA,Mabura,NA,NA,NA,11,NA,NA,10,21,2,1,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,Tonkolili,Malal Mara,NA,Makubalol,NA,NA,NA,15,NA,NA,10,25,1,2,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,Tonkolili,Malal Mara,NA,Masugbai,NA,NA,NA,10,NA,NA,9,19,2,1,2,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,Tonkolili,Malal Mara,NA,Mara,NA,NA,NA,20,NA,NA,10,30,2,2,2,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2014-12-17,Tonkolili,Malal Mara,NA,Maruia,NA,NA,NA,25,NA,NA,10,35,1,1,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,Tonkolili,Malal Mara,NA,Mabansa,NA,NA,NA,30,NA,NA,10,40,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,Tonkolili,Malal Mara,NA,Robung,NA,NA,NA,15,NA,NA,11,26,1,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,Tonkolili,Malal Mara,NA,Royila,NA,NA,NA,12,NA,NA,7,19,1,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-17,Tonkolili,Malal Mara,NA,Masuba,NA,NA,NA,10,NA,NA,17,27,2,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,Tonkolili,Malal Mara,NA,Ropolon,NA,NA,NA,14,NA,NA,9,23,1,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,Tonkolili,Malal Mara,NA,Mabang,NA,NA,NA,8,NA,NA,8,16,2,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,Tonkolili,Malal Mara,NA,Manewa,NA,NA,NA,15,NA,NA,17,32,2,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-17,Tonkolili,Malal Mara,NA,Marokie,NA,NA,NA,17,NA,NA,11,28,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,Tonkolili,Malal Mara,NA,Mamaria,NA,NA,NA,14,NA,NA,10,24,2,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,Tonkolili,Malal Mara,NA,Makombie,NA,NA,NA,12,NA,NA,13,25,2,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06,Tonkolili,Malal Mara,NA,Malal,NA,NA,NA,9,NA,NA,16,25,1,1,1,0,1,0,3,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2015-01-07,Tonkolili,Malal Mara,NA,Makargbo,NA,NA,NA,9,NA,NA,16,25,1,1,1,0,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08,Tonkolili,Malal Mara,NA,Mageadie,NA,NA,NA,10,NA,NA,16,26,2,1,1,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09,Tonkolili,Malal Mara,NA,Rothongbai,NA,NA,NA,7,NA,NA,16,23,1,1,1,0,1,0,2,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
2015-01-06,Tonkolili,Malal Mara,NA,Mathanka,NA,NA,NA,14,NA,NA,10,24,2,2,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07,Tonkolili,Malal Mara,NA,Robina,NA,NA,NA,14,NA,NA,10,24,2,2,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08,Tonkolili,Malal Mara,NA,Rofothana,NA,NA,NA,15,NA,NA,10,25,2,2,1,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09,Tonkolili,Malal Mara,NA,Rokupur,NA,NA,NA,24,NA,NA,10,34,2,2,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06,Tonkolili,Malal Mara,NA,Malakah,NA,NA,NA,11,NA,NA,16,27,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07,Tonkolili,Malal Mara,NA,Madora,NA,NA,NA,11,NA,NA,16,27,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08,Tonkolili,Malal Mara,NA,Magbansow,NA,NA,NA,8,NA,NA,16,24,1,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09,Tonkolili,Malal Mara,NA,Mamelleh,NA,NA,NA,7,NA,NA,16,23,1,1,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06,Tonkolili,Malal Mara,NA,Robis,NA,NA,NA,11,NA,NA,16,27,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07,Tonkolili,Malal Mara,NA,Rotonkor,NA,NA,NA,8,NA,NA,16,24,2,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08,Tonkolili,Malal Mara,NA,Masethleh,NA,NA,NA,9,NA,NA,7,16,1,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09,Tonkolili,Malal Mara,NA,Mabereh,NA,NA,NA,11,NA,NA,16,27,1,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-24,Tonkolili,Malal Mara,NA,Rogboyia,NA,NA,NA,12,NA,NA,10,22,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,Tonkolili,Malal Mara,NA,Mataro,NA,NA,NA,7,NA,NA,10,17,2,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,Tonkolili,Malal Mara,NA,Rowaka,NA,NA,NA,11,NA,NA,7,18,1,2,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,Tonkolili,Malal Mara,NA,Robala,NA,NA,NA,9,NA,NA,7,16,2,1,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,Tonkolili,Malal Mara,NA,Rochain,NA,NA,NA,8,NA,NA,10,18,1,1,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,Tonkolili,Malal Mara,NA,Rosaint,NA,NA,NA,8,NA,NA,10,18,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,Tonkolili,Malal Mara,NA,Mayaemie,NA,NA,NA,12,NA,NA,10,22,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2015-01-22,Tonkolili,Malal Mara,NA,Rokandama,NA,NA,NA,12,NA,NA,10,22,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-01-23,Tonkolili,Safroko Limba,NA,Kathombo,NA,NA,NA,7,NA,NA,10,17,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,Tonkolili,Safroko Limba(Kalasokia),NA,Kamankay,NA,NA,NA,11,NA,NA,10,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,Tonkolili,Safroko Limba(Kalasokia),NA,Kamassapi,NA,NA,NA,12,NA,NA,10,22,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,Tonkolili,Safroko Limba(Makateh,NA,Kadandan,NA,NA,NA,15,NA,NA,13,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,Tonkolili,Sambaia,NA,Dankawaliya,NA,NA,NA,10,NA,NA,11,21,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-17,Tonkolili,Sambaia,NA,Kombadugu,NA,NA,NA,10,NA,NA,11,21,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,Tonkolili,Sambaia,NA,Kanadugu,NA,NA,NA,10,NA,NA,11,21,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,Tonkolili,Sambaia,NA,Kansikoroh,NA,NA,NA,10,NA,NA,11,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,Tonkolili,Sambaia,NA,Kunya,NA,NA,NA,18,NA,NA,17,35,1,1,2,0,1,1,2,2,1,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-17,Tonkolili,Sambaia,NA,Hereko,NA,NA,NA,21,NA,NA,22,43,2,2,2,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,Tonkolili,Sambaia,NA,Bendugu,NA,NA,NA,9,NA,NA,10,19,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-17,Tonkolili,Sambaia,NA,Kanigba,NA,NA,NA,7,NA,NA,9,16,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,Tonkolili,Sambaia,NA,Gberekoro 1,NA,NA,NA,10,NA,NA,7,17,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,Tonkolili,Sambaia,NA,Gberekoro 2 ,NA,NA,NA,10,NA,NA,7,17,1,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,Tonkolili,Sambaia,NA,Kasafoni 1,NA,NA,NA,12,NA,NA,10,22,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
2015-01-20,Tonkolili,Sambaia,NA,Kasafoni 2,NA,NA,NA,7,NA,NA,10,17,1,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,Tonkolili,Sambaia,NA,Shekuya,NA,NA,NA,9,NA,NA,8,17,1,1,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,Tonkolili,Sambaia,NA,Moriebenya,NA,NA,NA,7,NA,NA,10,17,1,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,Tonkolili,Sambaia,NA,Kankakura,NA,NA,NA,7,NA,NA,7,14,1,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,Tonkolili,Sambaia,NA,Folia,NA,NA,NA,8,NA,NA,10,18,1,2,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,Tonkolili,Sambaia,NA,Gberikoro3,NA,NA,NA,12,NA,NA,10,22,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,Tonkolili,Sambaia,NA,Wona,NA,NA,NA,12,NA,NA,10,22,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,Tonkolili,Sambaia,NA,Karedugu,NA,NA,NA,7,NA,NA,10,17,1,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,Tonkolili,Sambaia,NA,Sokerella,NA,NA,NA,12,NA,NA,10,22,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,Tonkolili,Sambaia,NA,Koyie,NA,NA,NA,12,NA,NA,10,22,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,Tonkolili,Sambaia,NA,Munabuka,NA,NA,NA,12,NA,NA,10,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,Tonkolili,Sambaia,NA,Kholifaga Kokoma,NA,NA,NA,12,NA,NA,10,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,Tonkolili,Sambaia,NA,Mamuria,NA,NA,NA,12,NA,NA,10,22,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,Tonkolili,Sambaia,NA,Gbankoro,NA,NA,NA,12,NA,NA,10,22,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,Tonkolili,Sambaia,NA,Nunkikoro,NA,NA,NA,12,NA,NA,10,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06,Tonkolili,Sambaia Bendugu,NA,Balia 2,NA,NA,NA,8,NA,NA,16,24,1,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07,Tonkolili,Sambaia Bendugu,NA,Balia 1,NA,NA,NA,9,NA,NA,16,25,1,2,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08,Tonkolili,Sambaia Bendugu,NA,Moria,NA,NA,NA,7,NA,NA,16,23,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
